snp-dists 0.6.3	GCA_0101358351	GCA_0101378951	GCA_0101429751	GCA_0101430351	GCA_0101430551	GCA_0101430751	GCA_0101430851	GCA_0101430951	GCA_0101431051	GCA_0101431551	GCA_0101431751	GCA_0101431851	GCA_0101431951	GCA_0101433051	GCA_0101435951	GCA_0101436651	GCA_0101437451	GCA_0101439151	GCA_0101441051	GCA_0101443251	GCA_0101445551	GCA_0101446351	GCA_0101451451	GCA_0101616951	GCA_0101617351	GCA_0101618651	GCA_0101620151	GCA_0101623851	GCA_0101625351	GCA_0101626851	GCA_0101629251	GCA_0101693951	GCA_0101694951	GCA_0101710151	GCA_0101710251	GCA_0101710951	GCA_0101713551	GCA_0101713651	GCA_0101714151	GCA_0101715251	GCA_0101715651	GCA_0101716851	GCA_0101718951	GCA_0101720751	GCA_0101721751	GCA_0101721951	GCA_0101722551	GCA_0101723251	GCA_0101723951	GCA_0101724451	GCA_0101724551	GCA_0101724951	GCA_0101726651	Reference	abfrh	abkuz	abkvm	abkwr	abkxb	acvbk	acvce	acvcn	acvco	acvcp	acvcq	acvcr	acvcu	acvcv	acvcw	acvcx	acvdp	acvdq	acvdr	acvds	acvdt	acvdu	acvdv	acvdw	acvdx	acveg	acvek	acvel	acvem	acvep	acveq	acver	acvev	acvew	acvez	acvgi	acvgl	acvgu	acvgw	acvgz	acvha	acvhb	adptn	adpty	adptz	adpug	adpul	adpum	adpvc	adpvf	adpvg	adpvi	adpvj	adpvl	adpvm	adpvo	adpvp	adpvq	adpvz	adpwe	adpwh	adpwj	adpwm	adpwn	adpwo	adpwp	adpwq	adpws	adpwt	adpwu	adpww	adpwx	adpyl	adpym	adpyn	adpyo	adpyp	adpyq	adpyr	adpys	adpzn	adpzo	adpzp	adpzq	adpzr	adpzs	adpzt	adpzu	adpzv	adpzw	adpzx	adpzy	adpzz	adqbt	adqbu	adqbv	adqbw	adqbx	adqby	adqcp	adqcq	adqcu	adqcv	adqcw	adqcx	adqcy	adqcz	adqda	adqdb	adqdh	adqdi	adqdj	adqdk	adqdl	adqdm	adqdn	adqdo	adqdp	adqdq	adqdr	adqds	adqdt	adqdu	adqdv	adqdw	adqdy	adqer	adqes	adqet	adqeu	adqev	adqew	adqex	adqey	adqez	adqfa	adqfb	adqfc	adqfd	adqfe	adqff	adqfg	adqfh	adqfi	adqib	adqic	adqid	adqie	adqif	adqig	adqih	adqii	adtqb	adtqc	adtqd	adtqe	adtqf	adtqg	adtqi	adtqj	adtqk	adtql	adtqm	adtqn	adtqo	adtqp	adtqq	adtqr	adtqs	adtqt	adtqw	adtqx	adtqy	adtqz	adtra	adtrb	adtrj	adtrk	adtrl	adtrm	adtrn	adtro	adtrp	adtrq	adtrr	adtrs	adtrt	adtru	adtrv	adtrw	adtrx	adtry	adtrz	adtsa	adtsb	adtsc	adtsd	adtsg	adtsh	adtsi	adtsk	adtsl	adtsm	adtsn	adtso	adtss	adtsu	adtsv	adtsw	adtsx	adtsy
adqdk	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdl	648	804	646	645	644	646	648	645	644	645	646	647	644	645	646	647	645	648	645	645	646	646	644	645	647	647	645	644	645	645	645	646	647	645	643	645	644	648	645	649	646	645	647	651	645	645	643	645	645	645	648	644	643	100	87	87	79	97	97	16	87	87	87	87	87	87	87	87	88	87	97	96	96	97	96	96	96	116	97	97	96	97	97	16	18	16	16	18	16	16	17	16	16	99	96	98	123	125	123	130	126	125	15	97	97	97	97	16	17	13	14	15	130	130	97	97	98	98	97	97	98	97	97	97	98	97	15	16	16	15	15	16	15	16	15	15	16	16	15	14	15	16	15	14	15	15	16	97	97	97	97	96	96	97	96	15	17	15	15	14	14	16	13	1	2	3	1	0	0	1	1	1	1	1	1	1	3	3	0	1	3	3	1	1	3	3	1	2	2	1	0	3	3	1	1	0	0	0	114	114	114	113	110	114	114	110	110	111	110	115	113	114	113	113	111	110	111	113	111	112	112	111	115	115	110	110	111	110	110	113	131	132	131	131	132	132	132	133	131	133	132	132	131	131	132	132	132	133	132	146	147	146	147	146	146	147	147	146	146	147	147	146	146	3	0
adqdm	648	804	646	645	644	646	648	645	644	645	646	647	644	645	646	647	645	648	645	645	646	646	644	645	647	647	645	644	645	645	645	646	647	645	643	645	644	648	645	649	646	645	647	651	645	645	643	645	645	645	648	644	643	100	87	87	79	97	97	16	87	87	87	87	87	87	87	87	88	87	97	96	96	97	96	96	96	116	97	97	96	97	97	16	18	16	16	18	16	16	17	16	16	99	96	98	123	125	123	130	126	125	15	97	97	97	97	16	17	13	14	15	130	130	97	97	98	98	97	97	98	97	97	97	98	97	15	16	16	15	15	16	15	16	15	15	16	16	15	14	15	16	15	14	15	15	16	97	97	97	97	96	96	97	96	15	17	15	15	14	14	16	13	1	2	3	1	0	0	1	1	1	1	1	1	1	3	3	0	1	3	3	1	1	3	3	1	2	2	1	0	3	3	1	1	0	0	0	114	114	114	113	110	114	114	110	110	111	110	115	113	114	113	113	111	110	111	113	111	112	112	111	115	115	110	110	111	110	110	113	131	132	131	131	132	132	132	133	131	133	132	132	131	131	132	132	132	133	132	146	147	146	147	146	146	147	147	146	146	147	147	146	146	3	0
adqdn	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdo	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdp	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdq	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdr	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqds	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdt	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	17	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	17	19	17	17	19	17	17	18	17	17	100	97	99	124	126	124	131	127	126	16	98	98	98	98	17	18	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	17	17	16	16	17	16	17	16	16	17	17	16	15	16	17	16	15	16	16	17	98	98	98	98	97	97	98	97	16	18	16	16	15	15	17	14	2	1	2	2	1	1	2	2	2	2	2	2	0	4	4	1	2	4	4	2	2	2	2	2	1	1	2	1	2	2	2	2	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdu	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	5	4	2	3	3	2	2	2	2	2	2	4	0	0	3	2	0	0	2	2	4	4	2	3	3	2	3	4	4	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	4	3
adqdv	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	5	4	2	3	3	2	2	2	2	2	2	4	0	0	3	2	0	0	2	2	4	4	2	3	3	2	3	4	4	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	4	3
adqdw	648	804	646	645	644	646	648	645	644	645	646	647	644	645	646	647	645	648	645	645	646	646	644	645	647	647	645	644	645	645	645	646	647	645	643	645	644	648	645	649	646	645	647	651	645	645	643	645	645	645	648	644	643	100	87	87	79	97	97	16	87	87	87	87	87	87	87	87	88	87	97	96	96	97	96	96	96	116	97	97	96	97	97	16	18	16	16	18	16	16	17	16	16	99	96	98	123	125	123	130	126	125	15	97	97	97	97	16	17	13	14	15	130	130	97	97	98	98	97	97	98	97	97	97	98	97	15	16	16	15	15	16	15	16	15	15	16	16	15	14	15	16	15	14	15	15	16	97	97	97	97	96	96	97	96	15	17	15	15	14	14	16	13	1	2	3	1	0	0	1	1	1	1	1	1	1	3	3	0	1	3	3	1	1	3	3	1	2	2	1	0	3	3	1	1	0	0	0	114	114	114	113	110	114	114	110	110	111	110	115	113	114	113	113	111	110	111	113	111	112	112	111	115	115	110	110	111	110	110	113	131	132	131	131	132	132	132	133	131	133	132	132	131	131	132	132	132	133	132	146	147	146	147	146	146	147	147	146	146	147	147	146	146	3	0
adqdy	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqer	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	5	4	2	3	3	2	2	2	2	2	2	4	0	0	3	2	0	0	2	2	4	4	2	3	3	2	3	4	4	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	4	3
adqes	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	5	4	2	3	3	2	2	2	2	2	2	4	0	0	3	2	0	0	2	2	4	4	2	3	3	2	3	4	4	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	4	3
adqet	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqeu	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqev	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	1	0	2	3	3	2	2	2	2	2	2	2	4	4	3	2	4	4	2	2	0	0	2	1	1	2	3	0	0	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	0	3
adqew	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	1	0	2	3	3	2	2	2	2	2	2	2	4	4	3	2	4	4	2	2	0	0	2	1	1	2	3	0	0	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	0	3
adqex	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqey	650	806	648	647	646	648	650	647	646	647	648	649	646	647	648	649	647	650	647	647	648	648	646	647	649	649	647	646	647	647	647	648	649	647	645	647	646	650	647	651	648	647	649	653	647	647	645	647	647	647	650	646	645	102	89	89	81	99	99	16	89	89	89	89	89	89	89	89	90	89	99	98	98	99	98	98	98	118	99	99	98	99	99	16	18	16	16	20	16	18	17	18	16	101	98	100	125	127	125	132	128	127	15	99	99	99	99	16	17	15	16	17	132	132	99	99	100	100	99	99	100	99	99	99	100	99	17	16	16	17	17	16	17	16	17	17	16	16	17	16	17	16	15	16	15	17	16	99	99	99	99	98	98	99	98	15	17	15	15	14	16	16	15	1	2	1	1	2	2	1	1	1	1	1	1	1	3	3	2	1	3	3	1	1	1	1	1	0	0	1	2	1	1	3	1	2	2	2	116	116	116	115	112	116	116	112	112	113	112	117	115	116	115	115	113	112	113	115	113	114	114	113	117	117	112	112	113	112	112	115	133	134	133	133	134	134	134	135	133	135	134	134	133	133	134	134	134	135	134	148	149	148	149	148	148	149	149	148	148	149	149	148	148	1	2
adqez	650	806	648	647	646	648	650	647	646	647	648	649	646	647	648	649	647	650	647	647	648	648	646	647	649	649	647	646	647	647	647	648	649	647	645	647	646	650	647	651	648	647	649	653	647	647	645	647	647	647	650	646	645	102	89	89	81	99	99	16	89	89	89	89	89	89	89	89	90	89	99	98	98	99	98	98	98	118	99	99	98	99	99	16	18	16	16	20	16	18	17	18	16	101	98	100	125	127	125	132	128	127	15	99	99	99	99	16	17	15	16	17	132	132	99	99	100	100	99	99	100	99	99	99	100	99	17	16	16	17	17	16	17	16	17	17	16	16	17	16	17	16	15	16	15	17	16	99	99	99	99	98	98	99	98	15	17	15	15	14	16	16	15	1	2	1	1	2	2	1	1	1	1	1	1	1	3	3	2	1	3	3	1	1	1	1	1	0	0	1	2	1	1	3	1	2	2	2	116	116	116	115	112	116	116	112	112	113	112	117	115	116	115	115	113	112	113	115	113	114	114	113	117	117	112	112	113	112	112	115	133	134	133	133	134	134	134	135	133	135	134	134	133	133	134	134	134	135	134	148	149	148	149	148	148	149	149	148	148	149	149	148	148	1	2
